Probability,Token
7.675884990021586e-05,Ġfox
7.49838218325749e-05,Ġfox
7.326065679080784e-05,Ġfox
7.159842789405957e-05,Ġfox
6.998699245741591e-05,Ġfox
6.842255970695987e-05,Ġfox
6.690398731734604e-05,Ġfox
6.542929622810334e-05,Ġfox
6.399599806172773e-05,Ġfox
6.260044756345451e-05,Ġfox
6.124412902863696e-05,Ġfox
5.9919559134868905e-05,Ġfox
5.86269234190695e-05,Ġfox
5.7365155953448266e-05,Ġfox
5.61311753699556e-05,Ġfox
5.4920346883591264e-05,Ġfox
5.373415842768736e-05,Ġfox
5.2572166168829426e-05,Ġfox
5.1429004088277e-05,Ġfox
5.0302307499805465e-05,Ġfox
4.919340062770061e-05,Ġfox
4.809430902241729e-05,Ġfox
4.7009547415655106e-05,Ġfox
4.593305493472144e-05,Ġfox
4.4860400521429256e-05,Ġfox
4.379015081212856e-05,Ġfox
4.272111982572824e-05,Ġfox
4.1650113416835666e-05,Ġfox
4.057447222294286e-05,Ġfox
3.9496451790910214e-05,Ġfox
3.8416797906393185e-05,Ġfox
3.733821722562425e-05,Ġfox
3.626648322097026e-05,Ġfox
3.52095921698492e-05,Ġfox
3.41700688295532e-05,Ġfox
3.315694993943907e-05,Ġfox
3.217567427782342e-05,Ġfox
3.1225230486597866e-05,Ġfox
3.031160304090008e-05,Ġfox
2.943366052932106e-05,Ġfox
2.8594939067261294e-05,Ġfox
2.779784335871227e-05,Ġfox
2.7042062356485985e-05,Ġfox
2.6329476895625703e-05,Ġfox
2.5657465812400915e-05,Ġfox
2.502379174984526e-05,Ġfox
2.4425105948466808e-05,Ġfox
2.3856993720983155e-05,Ġfox
2.331475479877554e-05,Ġfox
2.279451655340381e-05,Ġfox
2.2291718778433278e-05,Ġfox
2.1800986360176466e-05,Ġfox
2.131726432708092e-05,Ġfox
2.083161598420702e-05,Ġfox
2.033577584370505e-05,Ġfox
1.9812307073152624e-05,Ġfox
1.9228082237532362e-05,Ġfox
1.852054992923513e-05,Ġfox
1.7599502825760283e-05,Ġfox
1.6385845810873434e-05,Ġfox
1.4945168004487641e-05,Ġfox
1.3853614291292615e-05,Ġfox
1.4304388059827033e-05,Ġfox
1.709967546048574e-05,Ġfox
2.1903311790083535e-05,Ġfox
2.795507498376537e-05,Ġfox
3.477309655863792e-05,Ġfox
4.207537858746946e-05,Ġfox
4.960524893249385e-05,Ġfox
5.709141987608746e-05,Ġfox
6.426413165172562e-05,Ġfox
7.088363781804219e-05,Ġfox
7.676557288505137e-05,Ġfox
8.179475116776302e-05,Ġfox
8.592329686507583e-05,Ġfox
8.915927173802629e-05,Ġfox
9.155429870588705e-05,Ġfox
9.320806566393003e-05,Ġfox
9.422652510693297e-05,Ġfox
9.472006786381826e-05,Ġfox
9.480758308200166e-05,Ġfox
9.457985288463533e-05,Ġfox
9.412452345713973e-05,Ġfox
9.350955224363133e-05,Ġfox
9.278273500967771e-05,Ġfox
9.197896724799648e-05,Ġfox
9.111773397307843e-05,Ġfox
9.021154255606234e-05,Ġfox
8.926277223508805e-05,Ġfox
8.827115379972383e-05,Ġfox
8.723120845388621e-05,Ġfox
8.614012767793611e-05,Ġfox
8.499975956510752e-05,Ġfox
8.380121289519593e-05,Ġfox
8.25513998279348e-05,Ġfox
8.125366002786905e-05,Ġfox
7.990562153281644e-05,Ġfox
7.852118869777769e-05,Ġfox
7.710561476415023e-05,Ġfox
7.566868589492515e-05,Ġfox
7.421270129270852e-05,Ġfox
7.27495935279876e-05,Ġfox
7.12832625140436e-05,Ġfox
6.982238119235262e-05,Ġfox
6.837034743512049e-05,Ġfox
6.693328759865835e-05,Ġfox
6.551205297000706e-05,Ġfox
6.411928916350007e-05,Ġfox
6.274217594182119e-05,Ġfox
6.139283505035564e-05,Ġfox
6.006979674566537e-05,Ġfox
5.877417424926534e-05,Ġfox
5.7507259043632075e-05,Ġfox
5.626878919429146e-05,Ġfox
5.505462831933983e-05,Ġfox
5.3869152907282114e-05,Ġfox
5.271197369438596e-05,Ġfox
5.158094791113399e-05,Ġfox
5.0477010518079624e-05,Ġfox
4.939503196510486e-05,Ġfox
4.8341418732888997e-05,Ġfox
4.731018634629436e-05,Ġfox
4.63017204310745e-05,Ġfox
4.531822196440771e-05,Ġfox
4.435537994140759e-05,Ġfox
4.341420572018251e-05,Ġfox
4.2495234083617106e-05,Ġfox
4.159574746154249e-05,Ġfox
4.071654620929621e-05,Ġfox
3.985775401815772e-05,Ġfox
3.9016456867102534e-05,Ġfox
3.8195801607798785e-05,Ġfox
3.7391499063232914e-05,Ġfox
3.660580114228651e-05,Ġfox
3.583810030249879e-05,Ġfox
3.508627924020402e-05,Ġfox
3.43510509992484e-05,Ġfox
3.363408904988319e-05,Ġfox
3.293238842161372e-05,Ġfox
3.2245978218270466e-05,Ġfox
3.1574894819641486e-05,Ġfox
3.091966573265381e-05,Ġfox
3.0278695703600533e-05,Ġfox
2.9652843295480125e-05,Ġfox
2.9042194000794552e-05,Ġfox
2.8445863790693693e-05,Ġfox
2.7863954528584145e-05,Ġfox
2.729524567257613e-05,Ġfox
2.674022107385099e-05,Ġfox
2.6200528736808337e-05,Ġfox
2.5673327399999835e-05,Ġfox
2.5158999051200226e-05,Ġfox
2.465890247549396e-05,Ġfox
2.417057112324983e-05,Ġfox
2.3696024072705768e-05,Ġfox
2.323367152712308e-05,Ġfox
2.2784694010624662e-05,Ġfox
2.2347190679283813e-05,Ġfox
2.192264400946442e-05,Ġfox
2.150978980353102e-05,Ġfox
2.1108546206960455e-05,Ġfox
2.071938433800824e-05,Ġfox
2.0342195057310164e-05,Ġfox
1.997616345761344e-05,Ġfox
1.9620982129708864e-05,Ġfox
1.9277515093563125e-05,Ġfox
1.8944539988297038e-05,Ġfox
1.862218778114766e-05,Ġfox
1.8310560335521586e-05,Ġfox
1.8008515326073393e-05,Ġfox
1.7716685761115514e-05,Ġfox
1.7436022972106002e-05,Ġfox
1.716379847493954e-05,Ġfox
1.690159297140781e-05,Ġfox
1.6648195014568046e-05,Ġfox
1.640343907638453e-05,Ġfox
1.616865847609006e-05,Ġfox
1.5941714082146063e-05,Ġfox
1.572389737702906e-05,Ġfox
1.5513694961555302e-05,Ġfox
1.5311115930671804e-05,Ġfox
1.5116995200514793e-05,Ġfox
1.4930365068721585e-05,Ġfox
1.4750823538633995e-05,Ġfox
1.45784106280189e-05,Ġfox
1.4413403732760344e-05,Ġfox
1.4254979760153219e-05,Ġfox
1.4103518878982868e-05,Ġfox
1.3957996088720392e-05,Ġfox
1.381918991683051e-05,Ġfox
1.368625362374587e-05,Ġfox
1.3559367289417423e-05,Ġfox
1.3437900634016842e-05,Ġfox
1.3322614904609509e-05,Ġfox
1.3212431440479122e-05,Ġfox
1.3108056919008959e-05,Ġfox
1.300868098041974e-05,Ġfox
1.2914318176626693e-05,Ġfox
1.2824854820792098e-05,Ġfox
1.2740153579215985e-05,Ġfox
1.2660444554057904e-05,Ġfox
1.2585954209498595e-05,Ġfox
1.2515465641627088e-05,Ġfox
1.244955728907371e-05,Ġfox
1.2388989489409141e-05,Ġfox
1.2331858670222573e-05,Ġfox
1.2279715519980527e-05,Ġfox
1.2232517292432021e-05,Ġfox
1.218877878272906e-05,Ġbirds
1.2149646863690577e-05,Ġbirds
1.2114895980630536e-05,Ġbirds
1.2084261470590718e-05,Ġbirds
1.2058479114784859e-05,Ġbirds
1.2036332009301987e-05,Ġbirds
1.2019190762657672e-05,Ġbirds
1.200559017888736e-05,Ġbirds
1.1997370165772736e-05,Ġbirds
1.1992658983217552e-05,Ġbirds
1.1992504369118251e-05,Ġbirds
1.1997101864835713e-05,Ġbirds
1.2005864846287295e-05,Ġbirds
1.2018559573334642e-05,Ġbirds
1.2036634871037677e-05,Ġbirds
1.2059194887115154e-05,Ġbirds
1.2085964954167139e-05,Ġbirds
1.2117320693505462e-05,Ġbirds
1.2153251191193704e-05,Ġbirds
1.2193953807582147e-05,Ġbirds
1.2239537682035007e-05,Ġbirds
1.229028475790983e-05,Ġbirds
1.2345612049102783e-05,Ġbirds
1.2406248970364686e-05,Ġbirds
1.2471291483961977e-05,Ġbirds
1.2542015610961244e-05,Ġbirds
1.2617845641216263e-05,Ġbirds
1.2699345461442135e-05,Ġbirds
1.278562740480993e-05,Ġbirds
1.2877913832198828e-05,Ġbirds
1.297567996516591e-05,Ġbirds
1.3078784832032397e-05,Ġbirds
1.3187815056880936e-05,Ġbirds
1.330290160694858e-05,Ġbirds
1.3423711607174482e-05,Ġbirds
1.3550667972594965e-05,Ġbirds
1.368322227790486e-05,Ġbirds
1.382219124934636e-05,Ġbirds
1.396683910570573e-05,Ġbirds
1.4117236787569709e-05,Ġbirds
1.4273749911808409e-05,Ġbirds
1.4436680430662818e-05,Ġbirds
1.4605534488509875e-05,Ġbirds
1.4778894183109514e-05,Ġbirds
1.4958440260670613e-05,Ġbirds
1.5143686141527724e-05,Ġbirds
1.5333887859014794e-05,Ġbirds
1.5529563825111836e-05,Ġbirds
1.572936525917612e-05,Ġbirds
1.593304841662757e-05,Ġbirds
1.6140471416292712e-05,Ġbirds
1.6351759768440388e-05,Ġbirds
1.6565059922868386e-05,Ġbirds
1.6780350051703863e-05,Ġbirds
1.699704625934828e-05,Ġbirds
1.7214812032761984e-05,Ġbirds
1.7432690583518706e-05,ĠWild
1.764984153851401e-05,ĠWild
1.7866006601252593e-05,ĠWild
1.8081575035466813e-05,ĠWild
1.8295761037734337e-05,ĠWild
1.850802800618112e-05,ĠWild
1.8717786588240415e-05,ĠWild
1.8923547031590715e-05,ĠWild
1.9124361642752774e-05,ĠWild
1.9315200916025788e-05,ĠWild
1.9494109437800944e-05,ĠWild
1.9659080862766132e-05,ĠWild
1.9806586351478472e-05,ĠWild
1.9932527720811777e-05,ĠWild
2.002904329856392e-05,ĠWild
2.007633520406671e-05,ĠWild
2.0053639673278667e-05,ĠWild
1.994944796024356e-05,ĠWild
1.9774834072450176e-05,ĠWild
1.9555411199689843e-05,ĠWild
1.930954931594897e-05,ĠWild
1.9048766262130812e-05,ĠWild
1.8772752810036764e-05,ĠWild
1.8472761439625174e-05,ĠWild
1.8124708731193095e-05,ĠWild
1.7688096704659984e-05,ĠWild
1.7147442122222856e-05,ĠWild
1.6602260075160302e-05,ĠWild
1.6388288713642396e-05,ĠWild
1.689694181550294e-05,ĠWild
1.7904907508636825e-05,ĠWild
1.844864891609177e-05,ĠWild
1.7904789274325594e-05,ĠWild
1.6374289771192707e-05,ĠWild
1.4049946003069635e-05,ĠWild
1.1504330359457526e-05,ĠWild
9.344545105705038e-06,ĠWild
7.743287824268918e-06,ĠWild
6.6060133576684166e-06,ĠWild
5.796148343506502e-06,ĠWild
5.208574748394312e-06,ĠWild
4.774813533003908e-06,ĠWild
4.450329925020924e-06,ĠWild
4.206533503747778e-06,ĠWild
4.025419457320822e-06,ĠWild
3.895527697750367e-06,ĠWild
3.8091766327852383e-06,ĠWild
3.7582306049444014e-06,ĠWild
3.7325262383092195e-06,ĠWild
3.720023414643947e-06,ĠWild
3.714177864821977e-06,ĠWild
3.714391368703218e-06,ĠWild
3.7219867863313993e-06,ĠWild
3.7365846310422057e-06,ĠWild
3.756963224077481e-06,ĠWild
3.7812935715919593e-06,ĠWild
3.8077689623605693e-06,ĠWild
3.834596554952441e-06,ĠWild
3.861388449877268e-06,ĠWild
3.887425009452272e-06,ĠWild
3.912690317520173e-06,ĠWild
3.937236670026323e-06,Ġbreeds
3.961317361245165e-06,Ġbreeds
3.985693183494732e-06,Ġbreeds
4.0100944715959486e-06,Ġbreeds
4.035466190543957e-06,Ġbreeds
4.062055268150289e-06,Ġbreeds
4.090617949259467e-06,Ġbreeds
4.121381152799586e-06,Ġbreeds
4.154865109740058e-06,Ġbreeds
4.191423158772523e-06,Ġbreeds
4.231549155520042e-06,Ġbreeds
4.275651917851064e-06,Ġbreeds
4.324283054302214e-06,Ġbreeds
4.3772934077424e-06,Ġbreeds
4.435392384039005e-06,Ġbreeds
4.498629550653277e-06,Ġbreeds
4.567172254610341e-06,Ġbreeds
4.640902716346318e-06,Ġbreeds
4.7203043322952e-06,Ġbreeds
4.805209755431861e-06,Ġbreeds
4.895729944109917e-06,Ġbreeds
4.991386958863586e-06,Ġbreeds
5.092515493743122e-06,Ġbreeds
5.198376129555982e-06,Ġbreeds
5.3092157941136975e-06,Ġbreeds
5.424597929959418e-06,Ġbreeds
5.544154191738926e-06,Ġbreeds
5.667552159138722e-06,Ġbreeds
5.79451580051682e-06,Ġbreeds
5.924427114223363e-06,Ġbreeds
6.057091013644822e-06,Ġbreeds
6.1921323322167154e-06,Ġbreeds
6.328964900603751e-06,Ġbreeds
6.467060757131549e-06,Ġbreeds
6.6063125814253e-06,Ġbreeds
6.746156486769905e-06,Ġbreeds
6.886207302159164e-06,Ġbreeds
7.026014827715699e-06,Ġbreeds
7.165321221691556e-06,Ġbreeds
7.303562142624287e-06,Ġbreeds
7.440702574967872e-06,Ġbreeds
7.576256393804215e-06,Ġbreeds
7.709691999480128e-06,Ġbreeds
7.841039405320771e-06,Ġbreeds
7.969864782353397e-06,Ġbreeds
8.096124474832322e-06,Ġbreeds
8.219084520533215e-06,Ġbreeds
8.339217856700998e-06,Ġbreeds
8.455973329546396e-06,Ġbreeds
8.569185411033686e-06,Ġbreeds
8.678833182784729e-06,Ġbreeds
8.784691090113483e-06,Ġbreeds
8.88672275323188e-06,Ġbreeds
8.984829946712125e-06,Ġbreeds
9.078855327970814e-06,Ġbreeds
9.168874385068193e-06,Ġbreeds
9.254868928110227e-06,Ġbreeds
9.336876246379688e-06,Ġbreeds
9.414596206624992e-06,Ġbreeds
9.488361683906987e-06,Ġbreeds
9.55833002080908e-06,Ġbreeds
9.624029189581051e-06,Ġbreeds
9.68584845395526e-06,Ġbreeds
9.74379599938402e-06,Ġbreeds
9.798200153454673e-06,Ġbreeds
9.848855370364618e-06,Ġbreeds
9.89565160125494e-06,Ġbreeds
9.93926641967846e-06,Ġbreeds
9.979156857298221e-06,Ġbreeds
1.0015663974627387e-05,Ġbreeds
1.0049365300801583e-05,Ġbreeds
1.0079653293360025e-05,Ġbreeds
1.010699816106353e-05,Ġbreeds
1.0131532690138556e-05,Ġbreeds
1.0153227776754647e-05,Ġbreeds
1.0172296242672019e-05,Ġbreeds
1.018879447656218e-05,Ġbreeds
1.0202940757153556e-05,Ġbreeds
1.0214677786279935e-05,Ġbreeds
1.0224180186924059e-05,Ġbreeds
1.023150070977863e-05,Ġbreeds
1.0236827620246913e-05,Ġbreeds
1.0240245501336176e-05,Ġbreeds
1.024194534693379e-05,Ġbreeds
1.0241839845548384e-05,Ġbreeds
1.0239958101010416e-05,Ġbreeds
1.0236783055006526e-05,Ġbreeds
1.0231943633698393e-05,Ġbreeds
1.0225740879832301e-05,Ġbreeds
1.0218213901680429e-05,Ġbreeds
1.0209645552095026e-05,Ġbreeds
1.0199663847743068e-05,Ġbreeds
1.0188654414378107e-05,Ġbreeds
1.0176675459661055e-05,Ġbreeds
1.0163586921407841e-05,Ġbreeds
1.0149893569177948e-05,Ġbreeds
1.0135119737242348e-05,Ġbreeds
